Play,Home Team,Visitor Team,Home Score,Visitor Score,Event Date,Odds,Result,Units Won,Home / Visitor,Season,Season Type
Play On Illinois,Nebraska,Illinois,31,16,10/1/2016,20.5,W,100,Visitor,2016-17,Regular
Play On Central Florida,East Carolina,Central Florida,29,47,10/1/2016,3,W,101,Visitor,2016-17,Regular
Play On Old Dominion,Charlotte U,Old Dominion,17,52,10/1/2016,-9.5,W,101,Visitor,2016-17,Regular
Play On San Jose State,New Mexico,San Jose State,48,41,10/1/2016,10.5,W,102,Visitor,2016-17,Regular
Play On South Florida,Cincinnati,South Florida,20,45,10/1/2016,-8,W,111,Visitor,2016-17,Regular
Play On Georgia Southern,Arkansas State,Georgia Southern,27,26,10/5/2016,-6.5,L,-100,Visitor,2016-17,Regular
Play On Western Kentucky,Louisiana Tech,Western Kentucky,55,52,10/6/2016,-2.5,L,-100,Visitor,2016-17,Regular
Play On Temple,Memphis,Temple,34,27,10/6/2016,9.5,W,94.3,Visitor,2016-17,Regular
Play On Massachusetts,Old Dominion,Massachusetts,36,16,10/7/2016,12,L,-100,Visitor,2016-17,Regular
Play On Clemson,Boston College,Clemson,10,56,10/7/2016,-17.5,W,90.9,Visitor,2016-17,Regular
Play On SMU,Tulsa,SMU,43,40,10/7/2016,16,W,92.6,Visitor,2016-17,Regular
Play On Boise State,New Mexico,Boise State,21,49,10/7/2016,-18.5,W,94.3,Visitor,2016-17,Regular
Play On Cincinnati,Connecticut,Cincinnati,20,9,10/8/2016,-3,L,-100,Visitor,2016-17,Regular
Play On Maryland,Penn State,Maryland,38,14,10/8/2016,-2,L,-100,Visitor,2016-17,Regular
Play On Southern Miss,UTSA,Southern Miss,55,32,10/8/2016,-17,L,-100,Visitor,2016-17,Regular
Play On Miami Ohio,Akron,Miami Ohio,35,13,10/8/2016,11.5,L,-100,Visitor,2016-17,Regular
Play On Toledo,Eastern Michigan,Toledo,20,35,10/8/2016,-20.5,L,-100,Visitor,2016-17,Regular
Play On Houston,Navy,Houston,46,40,10/8/2016,-15.5,L,-100,Visitor,2016-17,Regular
Play On Air Force,Wyoming,Air Force,35,26,10/8/2016,-13.5,L,-100,Visitor,2016-17,Regular
Play On Marshall,North Texas,Marshall,38,21,10/8/2016,-13.5,L,-100,Visitor,2016-17,Regular
Play On Utah State,Colorado State,Utah State,31,24,10/8/2016,-6,L,-100,Visitor,2016-17,Regular
Play On UNLV,San Diego State,UNLV,26,7,10/8/2016,16.5,L,-100,Visitor,2016-17,Regular
Play On Notre Dame,NC State,Notre Dame,10,3,10/8/2016,2.5,L,-100,Visitor,2016-17,Regular
Play On Vanderbilt,Kentucky,Vanderbilt,20,13,10/8/2016,3,L,-100,Visitor,2016-17,Regular
Play On Arizona,Utah,Arizona,36,23,10/8/2016,9.5,L,-100,Visitor,2016-17,Regular
Play On UCLA,Arizona State,UCLA,23,20,10/8/2016,-8,L,-100,Visitor,2016-17,Regular
Play On California,Oregon State,California,47,44,10/8/2016,-13.5,L,-100,Visitor,2016-17,Regular
Play On Texas State,Georgia State,Texas State,41,21,10/8/2016,10,L,-100,Visitor,2016-17,Regular
Play On Syracuse,Wake Forest,Syracuse,28,9,10/8/2016,4.5,L,-100,Visitor,2016-17,Regular
Play On East Carolina,South Florida,East Carolina,38,22,10/8/2016,14,L,-100,Visitor,2016-17,Regular
Play On TCU,Kansas,TCU,23,24,10/8/2016,-30.5,L,-100,Visitor,2016-17,Regular
Play On Oklahoma,Texas,Oklahoma,40,45,10/8/2016,-11.5,L,-100,Neutral,2016-17,Regular
Play On Army,Duke,Army,13,6,10/8/2016,5.5,L,-100,Visitor,2016-17,Regular
Play On Idaho,UL Monroe,Idaho,31,34,10/8/2016,3,W,82.6,Visitor,2016-17,Regular
Play On Washington State,Stanford,Washington State,16,42,10/8/2016,7.5,W,89.3,Visitor,2016-17,Regular
Play On Kent,Buffalo,Kent,20,44,10/8/2016,-3,W,90.9,Visitor,2016-17,Regular
Play On Northern Illinois,Western Michigan,Northern Illinois,45,30,10/8/2016,17.5,W,90.9,Visitor,2016-17,Regular
Play On Fresno State,Nevada,Fresno State,27,22,10/8/2016,8.5,W,90.9,Visitor,2016-17,Regular
Play On Texas,Texas,Oklahoma,40,45,10/8/2016,11.5,W,90.9,Neutral,2016-17,Regular
Play On Ball State,Central Michigan,Ball State,24,21,10/8/2016,12.5,W,91.7,Visitor,2016-17,Regular
Play On Michigan,Rutgers,Michigan,0,78,10/8/2016,-30,W,91.7,Visitor,2016-17,Regular
Play On Hawaii,San Jose State,Hawaii,17,34,10/8/2016,3,W,92.6,Visitor,2016-17,Regular
Play On Colorado,USC,Colorado,21,17,10/8/2016,5,W,92.6,Visitor,2016-17,Regular
Play On Georgia Tech,Pittsburgh,Georgia Tech,37,34,10/8/2016,6.5,W,92.6,Visitor,2016-17,Regular
Play On Alabama,Arkansas,Alabama,30,49,10/8/2016,-14.5,W,94.3,Visitor,2016-17,Regular
Play On Washington,Oregon,Washington,21,70,10/8/2016,-10.5,W,94.3,Visitor,2016-17,Regular
Play On Texas Tech,Kansas State,Texas Tech,44,38,10/8/2016,9.5,W,94.3,Visitor,2016-17,Regular
Play On Purdue,Illinois,Purdue,31,34,10/8/2016,9,W,94.3,Visitor,2016-17,Regular
Play On Iowa,Minnesota,Iowa,7,14,10/8/2016,2.5,W,94.3,Visitor,2016-17,Regular
Play On BYU,Michigan State,BYU,14,31,10/8/2016,3.5,W,94.3,Visitor,2016-17,Regular
Play On Bowling Green,Ohio,Bowling Green,30,24,10/8/2016,11.5,W,96.2,Visitor,2016-17,Regular
Play On Florida Intl,UTEP,Florida Intl,21,35,10/8/2016,4.5,W,96.2,Visitor,2016-17,Regular
Play On Tennessee,Texas A&M,Tennessee,45,38,10/8/2016,7.5,W,98,Visitor,2016-17,Regular
Play On Iowa State,Oklahoma State,Iowa State,38,31,10/8/2016,14,W,99,Visitor,2016-17,Regular
Play On Virginia Tech,North Carolina,Virginia Tech,3,34,10/8/2016,-3,W,100,Visitor,2016-17,Regular
Play On Florida State,Miami Florida,Florida State,19,20,10/8/2016,1.5,W,101,Visitor,2016-17,Regular
Play On Indiana,Ohio State,Indiana,38,17,10/8/2016,28,W,102,Visitor,2016-17,Regular
Play On Auburn,Mississippi St,Auburn,14,38,10/8/2016,-4,W,109,Visitor,2016-17,Regular
Play On Charlotte U,Florida Atlantic,Charlotte U,23,28,10/9/2016,13,W,90.9,Visitor,2016-17,Regular
Play On Georgia,South Carolina,Georgia,14,28,10/9/2016,-8.5,W,93.5,Visitor,2016-17,Regular
Play On Appalachian St,UL Lafayette,Appalachian St,0,24,10/12/2016,-10,W,83.3,Visitor,2016-17,Regular
Play On Memphis,Tulane,Memphis,14,24,10/14/2016,-13,L,-100,Visitor,2016-17,Regular
Play On San Diego State,Fresno State,San Diego State,3,17,10/14/2016,-19,L,-100,Visitor,2016-17,Regular
Play On Duke,Louisville,Duke,24,14,10/14/2016,35,W,92.6,Visitor,2016-17,Regular
Play On Mississippi St,BYU,Mississippi St,28,21,10/14/2016,7.5,W,96.2,Visitor,2016-17,Regular
Play On Kansas State,Oklahoma,Kansas State,38,17,10/15/2016,14,L,-100,Visitor,2016-17,Regular
Play On Kent,Miami Ohio,Kent,18,14,10/15/2016,-1.5,L,-100,Visitor,2016-17,Regular
Play On Georgia Southern,Georgia Tech,Georgia Southern,35,24,10/15/2016,10,L,-100,Visitor,2016-17,Regular
Play On Lafayette,Army,Lafayette,62,7,10/15/2016,33.5,L,-100,Visitor,2016-17,Regular
Play On Western Kentucky,Middle Tenn St,Western Kentucky,43,44,10/15/2016,-1.5,L,-100,Visitor,2016-17,Regular
Play On Ball State,Buffalo,Ball State,21,31,10/15/2016,-11,L,-100,Visitor,2016-17,Regular
Play On Air Force,Air Force,New Mexico,40,45,10/15/2016,-14,L,-100,Neutral,2016-17,Regular
Play On Virginia Tech,Syracuse,Virginia Tech,31,17,10/15/2016,-23,L,-100,Visitor,2016-17,Regular
Play On Kansas,Baylor,Kansas,49,7,10/15/2016,33.5,L,-100,Visitor,2016-17,Regular
Play On Missouri,Florida,Missouri,40,14,10/15/2016,13,L,-100,Visitor,2016-17,Regular
Play On Arizona State,Colorado,Arizona State,40,16,10/15/2016,10.5,L,-100,Visitor,2016-17,Regular
Play On Iowa State,Texas,Iowa State,27,6,10/15/2016,17,L,-100,Visitor,2016-17,Regular
Play On New Mexico State,Idaho,New Mexico State,55,23,10/15/2016,4,L,-100,Visitor,2016-17,Regular
Play On UTSA,Rice,UTSA,13,14,10/15/2016,-2.5,L,-100,Visitor,2016-17,Regular
Play On South Alabama,Arkansas State,South Alabama,17,7,10/15/2016,4.5,L,-100,Visitor,2016-17,Regular
Play On Southern Miss,LSU,Southern Miss,45,10,10/15/2016,24.5,L,-100,Visitor,2016-17,Regular
Play On Utah,Oregon State,Utah,14,19,10/15/2016,-7,L,-100,Visitor,2016-17,Regular
Play On Ohio State,Wisconsin,Ohio State,23,30,10/15/2016,-10,L,-100,Visitor,2016-17,Regular
Play On Nevada,San Jose State,Nevada,14,10,10/15/2016,2.5,L,-100,Visitor,2016-17,Regular
Play On Mississippi,Arkansas,Mississippi,34,30,10/15/2016,-9.5,L,-100,Visitor,2016-17,Regular
Play On Florida Intl,Charlotte U,Florida Intl,26,27,10/15/2016,-1,P,0,Visitor,2016-17,Regular
Play On Northwestern,Michigan State,Northwestern,40,54,10/15/2016,6.5,W,84,Visitor,2016-17,Regular
Play On Eastern Michigan,Ohio,Eastern Michigan,20,27,10/15/2016,7.5,W,84.7,Visitor,2016-17,Regular
Play On NC State,Clemson,NC State,24,17,10/15/2016,21,W,86.2,Visitor,2016-17,Regular
Play On Texas State,UL Monroe,Texas State,40,34,10/15/2016,10,W,87,Visitor,2016-17,Regular
Play On Iowa,Purdue,Iowa,35,49,10/15/2016,-11,W,90.1,Visitor,2016-17,Regular
Play On Alabama,Tennessee,Alabama,10,49,10/15/2016,-13.5,W,90.9,Visitor,2016-17,Regular
Play On Illinois,Rutgers,Illinois,7,24,10/15/2016,-4,W,92.6,Visitor,2016-17,Regular
Play On Vanderbilt,Georgia,Vanderbilt,16,17,10/15/2016,14,W,92.6,Visitor,2016-17,Regular
Play On Bowling Green,Toledo,Bowling Green,42,35,10/15/2016,31.5,W,94.3,Visitor,2016-17,Regular
Play On Central Michigan,Northern Illinois,Central Michigan,28,34,10/15/2016,1.5,W,94.3,Visitor,2016-17,Regular
Play On Georgia State,Troy,Georgia State,31,21,10/15/2016,19.5,W,94.3,Visitor,2016-17,Regular
Play On North Carolina,Miami Florida,North Carolina,13,20,10/15/2016,6,W,94.3,Visitor,2016-17,Regular
Play On Louisiana Tech,Massachusetts,Louisiana Tech,28,56,10/15/2016,-19,W,94.3,Visitor,2016-17,Regular
Play On West Virginia,Texas Tech,West Virginia,17,48,10/15/2016,-3,W,96.2,Visitor,2016-17,Regular
Play On Florida Atlantic,Marshall,Florida Atlantic,27,21,10/15/2016,11.5,W,96.2,Visitor,2016-17,Regular
Play On Wake Forest,Florida State,Wake Forest,17,6,10/15/2016,23.5,W,97.1,Visitor,2016-17,Regular
Play On Connecticut,South Florida,Connecticut,42,27,10/15/2016,20,W,97.1,Visitor,2016-17,Regular
Play On Colorado State,Boise State,Colorado State,28,23,10/15/2016,28,W,98,Visitor,2016-17,Regular
Play On USC,Arizona,USC,14,48,10/15/2016,-14,W,100,Visitor,2016-17,Regular
Play On New Mexico,Air Force,New Mexico,40,45,10/15/2016,14,W,100,Neutral,2016-17,Regular
Play On Tulsa,Houston,Tulsa,38,31,10/15/2016,21.5,W,101,Visitor,2016-17,Regular
Play On Temple,Central Florida,Temple,25,26,10/15/2016,3.5,W,101,Visitor,2016-17,Regular
Play On UNLV,Hawaii,UNLV,38,41,10/15/2016,9.5,W,101,Visitor,2016-17,Regular
Play On Pittsburgh,Virginia,Pittsburgh,31,45,10/15/2016,-3.5,W,103,Visitor,2016-17,Regular
Play On Stanford,Notre Dame,Stanford,10,17,10/15/2016,3,W,103,Visitor,2016-17,Regular
Play On Nebraska,Indiana,Nebraska,22,27,10/15/2016,-3.5,W,104,Visitor,2016-17,Regular
Play On Western Michigan,Akron,Western Michigan,0,41,10/15/2016,-14,W,105,Visitor,2016-17,Regular
Play On UCLA,Washington State,UCLA,27,21,10/15/2016,10,W,105,Visitor,2016-17,Regular
Play On Minnesota,Maryland,Minnesota,10,31,10/15/2016,3,W,111,Visitor,2016-17,Regular
Play On Miami Florida,Virginia Tech,Miami Florida,37,16,10/20/2016,4.5,L,-100,Visitor,2016-17,Regular
Play On Troy,South Alabama,Troy,21,28,10/20/2016,-9.5,L,-100,Visitor,2016-17,Regular
Play On BYU,Boise State,BYU,28,27,10/20/2016,7.5,W,85.5,Visitor,2016-17,Regular
Play On South Florida,Temple,South Florida,46,30,10/21/2016,-5.5,L,-100,Visitor,2016-17,Regular
Play On San Jose State,San Diego State,San Jose State,42,3,10/21/2016,23,L,-100,Visitor,2016-17,Regular
Play On Oregon,California,Oregon,52,49,10/21/2016,-2.5,L,-100,Visitor,2016-17,Regular
Play On NC State,Louisville,NC State,54,13,10/22/2016,19,L,-100,Visitor,2016-17,Regular
Play On Central Michigan,Toledo,Central Michigan,31,17,10/22/2016,10,L,-100,Visitor,2016-17,Regular
Play On Indiana,Northwestern,Indiana,24,14,10/22/2016,3,L,-100,Visitor,2016-17,Regular
Play On Texas,Kansas State,Texas,24,21,10/22/2016,-1,L,-100,Visitor,2016-17,Regular
Play On TCU,West Virginia,TCU,34,10,10/22/2016,5.5,L,-100,Visitor,2016-17,Regular
Play On Texas A&M,Alabama,Texas A&M,33,14,10/22/2016,18,L,-100,Visitor,2016-17,Regular
Play On Tulane,Tulsa,Tulane,50,27,10/22/2016,10.5,L,-100,Visitor,2016-17,Regular
Play On Tennessee-Martin,Georgia State,Tennessee-Martin,31,6,10/22/2016,12,L,-100,Visitor,2016-17,Regular
Play On Buffalo,Northern Illinois,Buffalo,44,7,10/22/2016,24,L,-100,Visitor,2016-17,Regular
Play On Memphis,Navy,Memphis,42,28,10/22/2016,1,L,-100,Visitor,2016-17,Regular
Play On Arkansas,Auburn,Arkansas,56,3,10/22/2016,10.5,L,-100,Visitor,2016-17,Regular
Play On Mississippi St,Kentucky,Mississippi St,40,38,10/22/2016,-6.5,L,-100,Visitor,2016-17,Regular
Play On Oklahoma,Texas Tech,Oklahoma,59,66,10/22/2016,-16.5,L,-100,Visitor,2016-17,Regular
Play On East Carolina,Cincinnati,East Carolina,31,19,10/22/2016,-1,L,-100,Visitor,2016-17,Regular
Play On Houston,SMU,Houston,38,16,10/22/2016,-23.5,L,-100,Visitor,2016-17,Regular
Play On Old Dominion,Western Kentucky,Old Dominion,59,24,10/22/2016,15.5,L,-100,Visitor,2016-17,Regular
Play On Michigan State,Maryland,Michigan State,28,17,10/22/2016,-3,L,-100,Visitor,2016-17,Regular
Play On Washington State,Arizona State,Washington State,32,37,10/22/2016,-7.5,L,-100,Visitor,2016-17,Regular
Play On Mississippi,LSU,Mississippi,38,21,10/22/2016,8.5,L,-100,Visitor,2016-17,Regular
Play On Ohio State,Penn State,Ohio State,24,21,10/22/2016,-17.5,L,-100,Visitor,2016-17,Regular
Play On Georgia Southern,New Mexico State,Georgia Southern,19,22,10/22/2016,-14,L,-100,Visitor,2016-17,Regular
Play On UL Monroe,New Mexico,UL Monroe,59,17,10/22/2016,15.5,L,-100,Visitor,2016-17,Regular
Play On Prairie View,Rice,Prairie View,65,44,10/22/2016,21,P,0,Visitor,2016-17,Regular
Play On Charlotte U,Marshall,Charlotte U,24,27,10/22/2016,8.5,W,87.7,Visitor,2016-17,Regular
Play On Wyoming,Nevada,Wyoming,34,42,10/22/2016,-7.5,W,87.7,Visitor,2016-17,Regular
Play On Colorado,Stanford,Colorado,5,10,10/22/2016,2,W,88.5,Visitor,2016-17,Regular
Play On North Carolina,Virginia,North Carolina,14,35,10/22/2016,-10.5,W,88.5,Visitor,2016-17,Regular
Play On UTEP,UTSA,UTEP,49,52,10/22/2016,10.5,W,88.5,Visitor,2016-17,Regular
Play On Louisiana Tech,Florida Intl,Louisiana Tech,24,44,10/22/2016,-18,W,90.1,Visitor,2016-17,Regular
Play On Central Florida,Connecticut,Central Florida,16,24,10/22/2016,-4.5,W,90.9,Visitor,2016-17,Regular
Play On Miami Ohio,Bowling Green,Miami Ohio,26,40,10/22/2016,1,W,90.9,Visitor,2016-17,Regular
Play On Wisconsin,Iowa,Wisconsin,9,17,10/22/2016,-3.5,W,92.6,Visitor,2016-17,Regular
Play On Rutgers,Minnesota,Rutgers,34,32,10/22/2016,17.5,W,92.6,Visitor,2016-17,Regular
Play On Syracuse,Boston College,Syracuse,20,28,10/22/2016,3.5,W,92.6,Visitor,2016-17,Regular
Play On Eastern Michigan,Western Michigan,Eastern Michigan,45,31,10/22/2016,25.5,W,92.6,Visitor,2016-17,Regular
Play On Ohio,Kent,Ohio,10,14,10/22/2016,-1,W,92.6,Visitor,2016-17,Regular
Play On Middle Tenn St,Missouri,Middle Tenn St,45,51,10/22/2016,9.5,W,92.6,Visitor,2016-17,Regular
Play On Idaho,Appalachian St,Idaho,37,19,10/22/2016,21.5,W,92.6,Visitor,2016-17,Regular
Play On Tennessee State,Vanderbilt,Tennessee State,35,17,10/22/2016,28,W,92.6,Visitor,2016-17,Regular
Play On Colorado State,UNLV,Colorado State,23,42,10/22/2016,1.5,W,93.5,Visitor,2016-17,Regular
Play On North Texas,Army,North Texas,18,35,10/22/2016,17.5,W,94.3,Visitor,2016-17,Regular
Play On Akron,Ball State,Akron,25,35,10/22/2016,3.5,W,94.3,Visitor,2016-17,Regular
Play On Illinois,Michigan,Illinois,41,8,10/22/2016,39.5,W,94.3,Visitor,2016-17,Regular
Play On Oregon State,Washington,Oregon State,41,17,10/22/2016,36.5,W,94.3,Visitor,2016-17,Regular
Play On Hawaii,Air Force,Hawaii,27,34,10/22/2016,16.5,W,96.2,Visitor,2016-17,Regular
Play On UL Lafayette,Texas State,UL Lafayette,3,27,10/22/2016,-6,W,97.1,Visitor,2016-17,Regular
Play On Massachusetts,South Carolina,Massachusetts,34,28,10/22/2016,20,W,98,Visitor,2016-17,Regular
Play On Oklahoma State,Kansas,Oklahoma State,20,44,10/22/2016,-23,W,98,Visitor,2016-17,Regular
Play On Fresno State,Utah State,Fresno State,38,20,10/22/2016,20.5,W,98,Visitor,2016-17,Regular
Play On Utah,UCLA,Utah,45,52,10/22/2016,3.5,W,102,Visitor,2016-17,Regular
Play On Purdue,Nebraska,Purdue,27,14,10/22/2016,24,W,102,Visitor,2016-17,Regular
Play On Virginia Tech,Pittsburgh,Virginia Tech,36,39,10/27/2016,-3.5,L,-100,Visitor,2016-17,Regular
Play On Akron,Buffalo,Akron,41,20,10/27/2016,-19.5,L,-100,Visitor,2016-17,Regular
Play On California,USC,California,45,24,10/27/2016,20,L,-100,Visitor,2016-17,Regular
Play On Appalachian St,Georgia Southern,Appalachian St,10,34,10/27/2016,-6.5,W,87.7,Visitor,2016-17,Regular
Play On Ohio,Toledo,Ohio,26,31,10/27/2016,15,W,94.3,Visitor,2016-17,Regular
Play On Navy,South Florida,Navy,52,45,10/28/2016,6,L,-100,Visitor,2016-17,Regular
Play On Air Force,Fresno State,Air Force,21,31,10/28/2016,-16,L,-100,Visitor,2016-17,Regular
Play On San Diego State,Utah State,San Diego State,13,40,10/28/2016,-4.5,W,94.3,Visitor,2016-17,Regular
Play On Connecticut,East Carolina,Connecticut,41,3,10/29/2016,6.5,L,-100,Visitor,2016-17,Regular
Play On Kansas State,Iowa State,Kansas State,26,31,10/29/2016,-6,L,-100,Visitor,2016-17,Regular
Play On Kansas,Oklahoma,Kansas,56,3,10/29/2016,39,L,-100,Visitor,2016-17,Regular
Play On Michigan,Michigan State,Michigan,23,32,10/29/2016,-24.5,L,-100,Visitor,2016-17,Regular
Play On Louisville,Virginia,Louisville,25,32,10/29/2016,-32,L,-100,Visitor,2016-17,Regular
Play On Wagner,Massachusetts,Wagner,34,10,10/29/2016,23,L,-100,Visitor,2016-17,Regular
Play On Cincinnati,Temple,Cincinnati,34,13,10/29/2016,9.5,L,-100,Visitor,2016-17,Regular
Play On West Virginia,Oklahoma State,West Virginia,37,20,10/29/2016,-4.5,L,-100,Visitor,2016-17,Regular
Play On Washington,Utah,Washington,24,31,10/29/2016,-10,L,-100,Visitor,2016-17,Regular
Play On Baylor,Texas,Baylor,35,34,10/29/2016,-4,L,-100,Visitor,2016-17,Regular
Play On Maryland,Indiana,Maryland,42,36,10/29/2016,3.5,L,-100,Visitor,2016-17,Regular
Play On Georgia,Florida,Georgia,24,10,10/29/2016,7,L,-100,Neutral,2016-17,Regular
Play On Miami Florida,Notre Dame,Miami Florida,30,27,10/29/2016,2.5,L,-100,Visitor,2016-17,Regular
Play On Tennessee,South Carolina,Tennessee,24,21,10/29/2016,-15,L,-100,Visitor,2016-17,Regular
Play On Clemson,Florida State,Clemson,34,37,10/29/2016,-4.5,L,-100,Visitor,2016-17,Regular
Play On Boise State,Wyoming,Boise State,30,28,10/29/2016,-14.5,L,-100,Visitor,2016-17,Regular
Play On UL Monroe,Arkansas State,UL Monroe,51,10,10/29/2016,21,L,-100,Visitor,2016-17,Regular
Play On Middle Tenn St,Florida Intl,Middle Tenn St,35,42,10/29/2016,-17.5,L,-100,Visitor,2016-17,Regular
Play On Rice,Louisiana Tech,Rice,61,16,10/29/2016,29.5,L,-100,Visitor,2016-17,Regular
Play On North Texas,UTSA,North Texas,31,17,10/29/2016,4.5,L,-100,Visitor,2016-17,Regular
Play On Arizona State,Oregon,Arizona State,54,35,10/29/2016,9.5,L,-100,Visitor,2016-17,Regular
Play On Washington State,Oregon State,Washington State,31,35,10/29/2016,-14,L,-100,Visitor,2016-17,Regular
Play On UNLV,San Jose State,UNLV,30,24,10/29/2016,-3,L,-100,Visitor,2016-17,Regular
Play On New Mexico State,Texas A&M,New Mexico State,52,10,10/29/2016,43.5,W,84.7,Visitor,2016-17,Regular
Play On Army,Wake Forest,Army,13,21,10/29/2016,9.5,W,86.2,Visitor,2016-17,Regular
Play On Nebraska,Wisconsin,Nebraska,23,17,10/29/2016,9,W,87.7,Visitor,2016-17,Regular
Play On Boston College,NC State,Boston College,14,21,10/29/2016,13.5,W,90.1,Visitor,2016-17,Regular
Play On Auburn,Mississippi,Auburn,29,40,10/29/2016,-4,W,90.1,Visitor,2016-17,Regular
Play On Central Florida,Houston,Central Florida,31,24,10/29/2016,9.5,W,90.9,Visitor,2016-17,Regular
Play On Miami Ohio,Eastern Michigan,Miami Ohio,15,28,10/29/2016,7,W,91.7,Visitor,2016-17,Regular
Play On SMU,Tulane,SMU,31,35,10/29/2016,-1.5,W,91.7,Visitor,2016-17,Regular
Play On Kentucky,Missouri,Kentucky,21,35,10/29/2016,7.5,W,92.6,Visitor,2016-17,Regular
Play On Penn State,Purdue,Penn State,24,62,10/29/2016,-14.5,W,92.6,Visitor,2016-17,Regular
Play On Samford,Mississippi St,Samford,56,41,10/29/2016,21,W,92.6,Visitor,2016-17,Regular
Play On Tulsa,Memphis,Tulsa,30,59,10/29/2016,6,W,92.6,Visitor,2016-17,Regular
Play On New Mexico,Hawaii,New Mexico,21,28,10/29/2016,2.5,W,93.5,Visitor,2016-17,Regular
Play On Kent,Central Michigan,Kent,24,27,10/29/2016,11.5,W,94.3,Visitor,2016-17,Regular
Play On Northwestern,Ohio State,Northwestern,24,20,10/29/2016,25.5,W,94.3,Visitor,2016-17,Regular
Play On Georgia State,South Alabama,Georgia State,13,10,10/29/2016,5,W,94.3,Visitor,2016-17,Regular
Play On Marshall,Southern Miss,Marshall,24,14,10/29/2016,17,W,94.3,Visitor,2016-17,Regular
Play On Old Dominion,UTEP,Old Dominion,21,31,10/29/2016,-5,W,94.3,Visitor,2016-17,Regular
Play On Minnesota,Illinois,Minnesota,17,40,10/29/2016,-8.5,W,98,Visitor,2016-17,Regular
Play On Western Kentucky,Florida Atlantic,Western Kentucky,3,52,10/29/2016,-21,W,98,Visitor,2016-17,Regular
Play On Stanford,Arizona,Stanford,10,34,10/29/2016,-3.5,W,98,Visitor,2016-17,Regular
Play On Texas Tech,TCU,Texas Tech,24,27,10/29/2016,9.5,W,99,Visitor,2016-17,Regular
Play On Duke,Georgia Tech,Duke,38,35,10/29/2016,6.5,W,103,Visitor,2016-17,Regular
Play On Florida,Florida,Georgia,24,10,10/29/2016,-7,W,114,Neutral,2016-17,Regular
Play On Bowling Green,Northern Illinois,Bowling Green,45,20,11/1/2016,17,L,-100,Visitor,2016-17,Regular
Play On Western Michigan,Ball State,Western Michigan,20,52,11/1/2016,-17.5,W,98,Visitor,2016-17,Regular
Play On Toledo,Akron,Toledo,17,48,11/2/2016,-10,W,94.3,Visitor,2016-17,Regular
Play On Buffalo,Ohio,Buffalo,34,10,11/3/2016,17,L,-100,Visitor,2016-17,Regular
Play On Oklahoma,Iowa State,Oklahoma,24,34,11/3/2016,-21,L,-100,Visitor,2016-17,Regular
Play On Arkansas State,Georgia State,Arkansas State,16,31,11/3/2016,-3.5,W,90.9,Visitor,2016-17,Regular
Play On UCLA,Colorado,UCLA,20,10,11/3/2016,13.5,W,97.1,Visitor,2016-17,Regular
Play On Central Michigan,Miami Ohio,Central Michigan,37,17,11/4/2016,-1,L,-100,Visitor,2016-17,Regular
Play On Temple,Connecticut,Temple,0,21,11/4/2016,-10,W,87,Visitor,2016-17,Regular
Play On San Jose State,Boise State,San Jose State,45,31,11/4/2016,31.5,W,87.7,Visitor,2016-17,Regular
